dsp_id	title	artists	isrc	usages	revenue
rIfPHQbkXxWPLbwTCxqbCzunpTPpOD	area environmental low get	Joyce Sims|Carl Serrano|Rachel Shaw|Shannon Payne	MUWWU0181338	653673	3549.2865761036
EUCIWtTaeegKwEbdxnLigeUBiUJzXX		Michelle Day	HTYFX4454293	543718	647921237937633.0
VIdqKXhBuRWmufmEQaaeEzioFeCMCH	police economic	Taylor Richard DVM|Kyle Jones|Cindy Reeves	MHXGZ7127047	818508	312.435
shArKOvHTYpPNwtYqNCdHZMCINbcpt	talk evidence clear back	Katrina Smith		494162	13132529134.69
QvGQOuKPvWZxdTNWwvydMmWNBdyCXO	major purpose price	John Lowery|Samuel Rhodes	LILJH9959591	878533	255786917.710576
yEtJrbXvRejOKdJWfQGCQFjkDJLszi	set foot	Kiara Hudson|Patricia Avila|James Dunlap|William Wilson|Alyssa Roberts	CAETZ9462990	923629	511.661949
CxvIVWbElZoEvdBIfpDjrsADqzVwBM	step economy	Jacqueline Snyder	OMEUP6660434	692116	0.82
SjMafkzkINiqgDkSmGegxvbaANUGkL	important fire	Trevor Russell|Kathy Bailey|Anthony Johns|David Rodriguez	SGLMO3374515	646112	63207.435518
eDVRBsThvtvyETfELhmLpLPUTHqchB	evening cell	Bobby Murphy|Gabrielle Wyatt|Michelle Hall	BOINJ6227088	516631	99.63725943921
ADDzkAtiaQCeDUCUQHRZauDBNzlAKj		Denise Reyes|Jason Cannon	IRPHG2479127	535488	9.614
UNdzqECQdRuNeamkDAtmZKUSXhaUqr	life husband	Daniel Snyder|Andrew Brown|Richard Anderson|Elijah Jensen	MWSFG3125594	587045	329.316229710204
rIngsUhxXlkixclUDGmwxHCHbNqRTb	difficult service loss sound	Marc Cook|Carrie Livingston|Connie Hicks|William Medina	HRSBB1245767	723947	11.0
MbziFsVPfZlKHAdZYBYZGEmRJQnUUO	bag become here	Penny Fischer|Deborah Short|Lisa Garrett|Kelsey Harrison	LRMTF4199386	854261	4032.87
hJYbkHfEqtzmKHZiaWXsiRGlSxoZQA	happy member relate	Kayla Jackson		217604	23776403944.915
XrZJLYsPdBJimsWsvkBjEgsbiuvOxP	dinner approach form she	Scott Esparza|Alexis Spencer|Justin Deleon|George Howell	MHWZM7338471	506444	1257.1460428
HohXVTrYZUIkcUZkVAHCOqOLiNvfap	far walk here	Shannon Knight|Zachary Walsh|Terry Edwards|Heather Harris	RULCR3983939	12426	5119479.701298
oDpvVwcVlPLmvZXxaIQHUwgwErlmZb	receive stop line	Zoe Zuniga	SRGLA1695867	248496	2710158307853.41
JbCUjNSvPIPJYIsDdrPmpLRtEFVeXf	stand our understand	Dawn Scott	CMPXB0265345	232452	65287938048.54
vPHgLRTCEaEjGPkGPbyVSTYraWMvcL	center piece firm subject	Christy Dean|Brian Daugherty|Ashlee Moyer|April Leach|Kristen Roman	VCOFD4227429	30475	44709953.16948
COiTyqOLtiwwNgFDJdgZDKwEooRBMo	mean job	James Mccarty|Cynthia Lee	DKJJX0646104	877840	828845613021.4
IqmAziYbiaDIZjokTyTsQGhvkUpSEl		Emily Jimenez	TZLWS3295427	55340	22479012994301.4
WcxTnDxBRvRRMemFZSrobvrZqLcUCc	quality public when	Robert Beard|Samuel Miller|Courtney Miller|Melinda Cruz	MGLOH6234637	175211	556.101784209
gaPDMjZpWpHoBqZwBtDubmKutYlbvv		Jennifer Gonzalez	MNRMA8316147	22876	763301966542.43
ZKHwCEepqoeTKYYeFqRhQStKYAnXGB	who commercial increase	Mark Salazar|Daniel Chan|Anne Knapp|Lisa Woods|Tiffany Meyer	KEASY4459734	935064	647809913786876.0
vZwrafIMAzLMdZLiDchnoXQWudVkjk	tax money event buy	Carlos Johnson|Bianca Thomas|Monica Cruz|Michael Wade|Lisa Bryant		330356	4852363877.743
WusDCvFJDzTabrtHxzNefBcHCvtMpd	political Congress area stand	Benjamin Horton	ZMBGL5182043	911976	74.57323
ZTMIeLKGUWCBGScLrXixFScxBqWdwN	understand white wide reason	Jennifer Fox|Stephanie Martin|David Cabrera	SRPUI5493795	954153	797.944771
hpjwaApNqKoQhfzciufmhGjgWSrKNl	mention gas rule box	Rachel Powell MD|Scott Woods|Steven Johnson	ROBAS6592155	510896	7418620771138.8
CWkGDzczQiSWsuOJXseFDQkqsrjyeG	reduce describe serious		NLYUU0986705	649731	559356015488.21
EONpxQhJkjrydMSTMjcJCDRyBimdWF	art impact opportunity late	Timothy Smith|Jennifer Chapman|Roger Gaines|Nicole Stephens|Mindy Brown	TRFPF0050104	554238	8283657780.82889
WYxRnezQVwbheOEvcoIhVSawTJkaRQ	finally hold deep with	Todd Williams|David Townsend|Kari Dodson|Mark Wong	MRFLC9363633	438600	5996.462789
tHUttHPyrGgZbXsIbJkDgyWHkkXECw	region wait other environmental	Russell Gonzalez|Kristin Hernandez|Jonathan Cook	CVPFL6994996	883960	108970.72653
XBNthVJOlzOiXkaTyfYMFclYwpxQMT	theory carry true about	Walter Ramos	LBGZT0526482	887471	948940145465677.0
VHwVKwmLwnznBgmqlhNWXDwzvukIQE	conference customer plant few	Steven Thompson|Alvin Mcgee|Matthew Villanueva|Nathan Spencer|Denise Henderson MD	CRUNY3209492	948437	921729463163152.0
FkOmeTiRLRywqVaaAqIplbmNZcSMEE	may herself image region	John Moreno|David Roberson	NISBJ8961128	118736	242351838855.456
cyBfDNIEJzLJSLYqYuesBRwJQVYJPB	son rock	Danny Nelson|Robert Adams	DEWXB9064215	206503	23991950792.0
lUBaTfZjXrJcBxnVnpGhPYwoQBVZwP	like key take	Kari Romero|Jason Carter|Michael Hunt|Nicole Hines|Kimberly Mcdonald	NEKTD5206778	228853	152823732254532.0
MJRQCKLcWYvbGjHCIlyYHHxFAUgUHh	television note town face	Sheila Ward|Dominique Frank|Caitlin Scott	CMXPR3030509	339960	869.15298
kweToAOfKJgRXYXnakmdzpzouMAwFc	doctor clear unit	Steven Lin|Rita Williams	VEAWP5012032	980463	551.0
QMkwWgsVMDEipisHxGggoLcHCZnVlg	stop voice	Allison Holmes	CNMZP3255235	918195	36947096.70996
QGufzynmzztpCxBercqxhWUKVzcoan	pretty tough culture bed	Michelle Villarreal|Jill Moss|Mr. Brian Ford	MVDIQ5167030	670502	766676.977841
mOacjmHbjicjlPYIeKYTGxitoyxNZw	tough station	Elizabeth Larson|Aaron West	HRBTG2426299	956479	3.40431
fwohlQjCChBXSnnDBcEWuwjsYjcmOU	sign air bit	Christina Kerr|Bryan Young	YENOL6454818	484675	296.722000624848
gdkXSptopEXhLvWLXfwQUqiqEXYOTE	accept media	Breanna Moran|Rebecca Dickerson	EROVR1717158	790077	65.0
KLjepgmImoNNQQVKdAVbGiCuLMnDis	work provide attorney section	Margaret Jimenez|Kristopher Moore|Robert Wilson|Victor Brown|Jacob Ewing	CZFJT0791151	367901	59218657.23016
EBhNFWxZRBeoIZskQuhoAhrmZIeqXE	stand listen	Darren Taylor|Alyssa Melton|Katrina Allen|Eric Frazier	SKFVX6072638	243790	162004621.0
zajRVjQSfLmZlonIduGtobtlrcGVhB	success open	Jesse Medina|Diane Boyle|Dennis Price	KZTNZ7730126	976718	8041914264.6439
jfMQNVmfRkjpgEAPUEgOSLQrdODjkd	begin task season window	Lindsay Rogers|Margaret Blankenship MD|Katie Adams|Matthew Shelton|Jill Rich	LRTBU7322550	91585	35942386878570.0
nSrNBZJOMWkmkcWeGtmCeuwsAMWtaV	mean find reflect claim	Mary Jones	VUISN4521425	773924	201614.53755
RWiGWJarbCCLAIhlVmKdSSBeVLPQgZ	section put	Krystal Scott|Eric Wong	CUSQE7707338	284950	217466164.0
qgZnEOpuiwZVzvmkeXipMTPkhfYEkt	seat thus relationship	Kaitlin Johnson|Ryan Bates|Robin Haynes|Samantha May	SBOAV6862414	615418	776203.627
JKGUOaBVPUGelikvVwwWLhdDuAYJqk	success opportunity	Jane Martinez|Kelsey Jenkins|David Harrington|Mr. Justin Bailey|Stephen Ramirez	MLNWT7078202	50511	12320.113159
TwWleHCZNvdPYJszatvKuvlDkZWFNa	note network score magazine	Jacob Reynolds	SEAKU6433084	346306	6000724.29675
bCEdkGBOoxiombgVCuSnTfrFMtZcNk	when service child	Laura Johnson|Jon Marquez|Tiffany Joseph|Margaret Nolan|Breanna Alexander	AUPAC5022964	363672	5.22217
rvpOFkRSmhtRzMFhsCXZhpsqTgicBu		Allen Jones|Kelly Nelson|Gloria Garcia	SYCAE9858192	352898	7473874802.25
aEcUGLSBTxHiCYZPrhteKsAhQbdUEA	always heart report	Christian Ramirez|Mrs. Vickie Mendez|Mario Brown|Lisa Brown	NILJF0497880	389501	95337002200.234
lQvyFetMMjxgsmsJYDPpwwicGabKQB	almost capital employee high	Stacey Contreras|Kelly Nelson DDS|Bradley Riley	NEELX4926436	371974	3141120233657.0
wXKoXktvHLHfyUmHndsyDZpMoVcTGV	hard light one tonight	Brittany Callahan|Nicholas Reed|Emily Neal|William Whitney	VAZYX9033410	613830	27592259.767058
UhopGaBBKlNybarBIIgnrTVaEruZdu	none wide writer	Melissa Martinez|Matthew Mcdaniel	SBXMF3898536	839108	123456201930502.0
FeGVXsOInRihsNAKacFFuWwZxJHeym	sort reason know himself	Mrs. Kimberly Johnson MD|Mrs. Mary Moody|Deborah Jones	DMOBR8043345	938667	93.72
MbstivWxlEVzFwkhMNvrSvalJkZwxp	southern federal school season	Drew Miller|Luke Page|Kyle Rogers	DOSHU7291686	298763	7375.544751
hiFDgerysxdFotTEYGhEbPmzxfVgqj	worker take sure		SZAGF8950160	266423	9333.388681
kBwTqvGVyqLNyTPPsSOnRsUNxiLsvK	Mr condition	Eric Williams|Dennis Owens|Sarah Mills	ILFFD6659292	814091	34528046549.999
EOkGmunICxgAIRooMSaNHIfLacfyfK	bed adult then poor	Kristina Mckay|Wendy Phillips|Gary Jackson|Ruben Duncan|Dawn Duncan		825594	18498.708972
puFoKoaZyHQveSkOqSmDXhSKNUeYXv	short list	Meredith Hall|Jack Larson|Juan Martinez|Sandra Fox	KGINC2716096	48098	58453094.5
UhrInSFzpZHAVFhmiiDgcfWTmBfsAH	factor old	Candace Rowe|Joshua Bradshaw|Grace Raymond|Mark Castro|Kimberly Duke	KZBFJ5014163	292809	48395456746609.0
DemWFEkIdDyoTLjDdLSGDkMHpMqCrW	maybe recent wish tend	Lynn Vaughan|Robert Coleman|Daniel Warren IV|Monica Duarte	NINJN1833663		
anAGusFpIaAcAYNKcaNNGjarcmfaIJ	enough good adult example	Tammy Manning|Joshua Vasquez	NEKZR5808358	34876	451607867.8721
ibccBSXcDayHCZsgJpHPULhguRhtTy	page hotel figure health	Ann Cole|Kerry Morrison|Lauren Stevens|Kristopher Cruz	NEZIY4014618	287036	6.491313026
OhwTDbZVxCakwlqsooGmqbtBSecrup	religious continue start job	Mark Patel|Warren Massey|Denise Cline|Sergio Kaiser	TRQHK1893816	924062	8.31990382
DgRCJkxYIYHVMWHHTHmCfqPGdrnDal	well material	Cynthia Neal|Teresa Phillips	FIZEN4204557	584016	228.80099497
XPkuPwqZTKRcShGnoBZbKFpkoVVrra	collection leave relationship wall	Jasmine English|Lori Boyd|Curtis Brown|Jennifer Peterson	SRKHC5196979	175965	67554327748252.0
gtgNKUdtlORgPTjUKTpdnhsOlbJSnS	edge teach	Jennifer Shaw|Maria Williams|April Thomas|Raymond Garcia|Cindy Lopez	PYYQX7016249	35353	29703094396496.0
qPDKDyGlyYMlIKmSdZMeQwSzLiDimo	race if report toward	Leslie Wilson|Briana Garcia|Gregory Wilson	KRAXV9256332	511007	122.0
CoaPoYNaCWmlQklYIgPauqONZPpZWw		Christine Torres|Carolyn Edwards|Mrs. Veronica Campbell	NEULU8568250	251556	92940545669386.8
WhyRJGpvsPJjvENzxLKYZnRZXLCqCZ	growth white	Albert Arnold|Patrick Green|Mark Wright	KGOYL9938086	374639	74.0
cXamYmMPaHMNCNZVTApHkedGaVsSEE	type same situation	Jesus Gonzales|Heidi Johnson|Austin Mcneil		418350	907797458638038.0
aswbAYZLouLCyJXvuqIcRsMoCUCDhZ	investment daughter indicate	Jonathan Gomez|Erica Simmons MD	SVJEJ1465173	871168	154802633.0
QacUQTbpsCMklQsgiMkXajhAXoJakv	my military letter	Benjamin Wood MD|Angela Delgado|Ms. Melissa Guerrero	SYVXL4924189	552818	6269729241826.35
TeYNIqVXWnjFVOTgjMwYHlvBNNImqB	car send difference mouth	Luke Cannon|Holly Reid|James Jacobs|Eric Gomez|Brandi Zamora	IQWXT8358601	907591	844912.6
gRoYbMMZPXlvYEQdodeeEESPHQxogj		Corey Guzman	USNSU2868128	291750	296.4070241447
ieeKACCmnrYyIgvgRfprXhgoTDIIJI	hotel theory bit baby		LCXCV1392926	830879	602621887.8846
czVLMcCXFkVUSuWGgdussXYkPLtVjs	choice doctor form	Danielle Simmons|William Briggs|Terri Moss|Jennifer Rivers|Amanda Lawson	FJKSJ3814734	796474	9724259063.8
YvPuaWgFqFkuBXQaDjhHWtGanQmREI	industry much	Craig Campos	AOSOE6893044	476738	41861635052.0
YYbqKqIobGpOsDJwVubokxwIGFfxaO	side every edge way	Jeffery Webster	DMJDA6686128	944321	7863731356.7762
MpVymGuztozMPThEYTyjsnhuZsBHxD	forget bank subject travel	Lisa Schroeder	EESPC7801845	914477	4690734880.0
ULadLwcdXVKeiqKmYNJhiQSUsOQnIt	keep question billion		CLQSQ1599529	984929	30927227029835.0
xWGYiOeyjDIqknDLFSQTblAJnhZtWG	list decision product	George Coleman|Robert Williams|Chris Cortez|Shelby Newman	KWWPH0425354	948396	512.58327636
lJVScmjQDezzUyUDdfTOMvSJUfgmlY	democratic field coach	Ashley Jackson	ZWTAV7768567	35004	107347728050.0
RsGofsUPEcvczhyNyRWgMPQxABorNi	party successful suddenly however	Kathy Olson|Brendan Huber DVM|Daryl Steele	CZXWR2667324	219135	68392648553092.0
tmAfARnzaVWwyWApPriBkysiYRMBGx	lot threat	Christina Hall|Tammy Torres	CLFXN9187146	623996	24443701786.7593
VnpIfMjBNRSiIwuIYiYsAHaljESUPL	war page create staff	Michelle Williams|Jacob Pham|Brandy Roberts|Joseph Sharp|Leslie Lewis	MRQLZ7368998	690858	627789732.82554
cBJvRVEAsjqteZSZyVvFrUQzBIbMib	explain I	Marilyn Thornton|Ryan Evans Jr.|Keith Barton|Edwin Leonard|Cheryl Foster	CVOWA0601260	868538	542147894.514
UmsZOVukroulTaSCreeHkqDnAIQMRi	pressure staff	Scott Schneider	ILCWF4762348	491429	4711531.9167
FDZVxObGWyoHPbwkuDqLWqoEUybiHR	stuff benefit	Ryan Lewis|Daniel Dennis|Joseph Soto|Judy Caldwell	GTSOH1979707	380886	50590669112804.0
MNmgtpOzImfMerBghRFmUxuNadqzud	him instead	Colleen Olson|Vincent Martin|Debbie Charles|Michael Delgado	FIQBN2331985	360737	667593040506216.0
FVDNCDSgnqqQmiennyFUwpJnqObiio	population not	Jeremy Scott	IEFVG7995499	845220	18054713.0
IwNoXafHEZKwLrmMVVKQCmCgiyMIwa	expect seat dinner	Michele Harris|Dominique Stephens|Isabel Mueller|Ernest Horn|Jonathan Chan	OMALB5772819	505206	735651985754967.0
gXeNLYlILMfdNVLpYmUKslwCqgvwWI	each speech	Lisa Moore|David Dunlap	VCWXL0428647	569329	6083868132.531
mcJBMpyYvTGlWgvsClwRLiKGqvYGEL		Alicia King	ZMOCI0565085	758738	231.59
LujrXkjxFzvTygJnFSrqRUAZJBUvjo	water doctor just	Patrick Turner|Clifford Mayer|William Hernandez|Connor Lucas|Elizabeth Harrington	JOIZT7044223	30324	2511.28
IjKiJxdLJtYXGkphUiHTYmEKsQsJlY	support public letter hand	Bryan Livingston|Jared Winters	ETVAY2825144	791614	471181562285.0
YiVUOLCBWcuTSXuAeIqJrfbuuXvFke	after alone situation final	Maria Berg|Michael Jimenez|Kyle Smith|Melissa Mccoy|Christopher Mahoney	BTCGS1880485	899080	223.96
BFSazOqkEFrazrFANIegvYaAwasjJX	eight serious skin population	Eric King|Sara Swanson|John Roth|Jerry Harper	BDJFA2263068	767665	7056873044.1149
EwgiCykpQciPviomDUzXSzhyqlPNcL		William Buchanan|Mrs. Valerie Hunter MD|Corey Allen|Aaron Taylor|Christopher Smith	BEOMQ4711161	352674	3693.133634182
REuFIncNVjnFFGNxXpOvejOQFBDWLm	hour talk husband	Margaret Ruiz|Deborah Sanchez	TMFQR2212680	281854	8422.83031234985
ipmGFzODSCXaaEuqnSJvthaSHnbNNM	relate someone price majority	Patrick Smith|Hannah Jackson|Kenneth Rhodes|Matthew Grant	KRZDD8409449	456501	6437919718.8
ONnAuvbAPJCdWUkOCVkoNtUcrzzCZK	oil focus garden	Elizabeth Lyons|Vickie Jones	DKETD5576325	88837	63656546.3784
QDYOIxZsAtKuLBSfqTXVNbMZuwSguf	training middle safe	Gary Rush|Edward James	BWZWA0395208		754554.62
DfHNfjcgLinvMapuvzsMiokGiQSIpk	send success east parent	Richard Gregory|John Wright|Nicholas Schwartz	GAMQC4842567	958557	76.9
AWzOKudEUDxtIEdhGtbVlwTZXqKBPz		John Ray	CMOOI2224359	60701	939855494302.5
lkSqfRfCQzmrbTsTdXmOZTggEYVzfy	step employee	Austin Walker	SVYXP9132858	472909	8220.6287
LyARgDPSYDThksfByZkohCMUgpKWXu	back accept	Cody Stevenson|Mr. William Whitaker|Mario Roy	AGTXM6812879	936431	9.642
bchTkICaqvnsEUPXgNPRQIAobgbqpJ	protect exist	Brittany Martinez|Michelle Bates|Trevor Harris|Brian Pace	INKVB0741754	345986	371653767.1313
LyWehjUomPTgCaCezfVJWqrEEysbNZ	machine call	Haley Carter|Daniel Hogan|Gerald Lee|Michelle White	QABMJ0851750	455891	11393104594216.0
yuiElrAzRRsRijKdACwhHjOHkhosAU	else employee	Barry Rivera|Sara Taylor|Michael Kirk|Kevin Daniels|Samantha Mccann	LRZLM0094416	821072	4860310710.5983
owRzZMzrfmGhYkxvBxLMpQAoGvcoDZ		Kimberly Johnson|Michelle Russell|Melanie Dixon|Savannah Neal|Jacob Clarke	CULON4089955	137075	518603710775176.0
VHkTtYAaUcBHFWoBzKQnFgsxERRunh	me hand give bring	Omar Smith|Tyler Huang	TMWBH7643530	612991	744209082953204.0
pWVFJCFNidLxtuTNacGkpWTlPhglkX	rate space third history	Holly Wilson|Brian Ortiz	VUCLJ2412868	541393	4519.744497
HFvBSKgowagDDgnilwqGLeWjkbaXOg	interesting interesting	Margaret Carter	UZISS0824956	998193	48847441645.123
YccEarOJTwzHvOlqfeCFmuuAaQSglJ	audience ask	Aaron Smith|Stephanie Kennedy	SENZN7008178	846344	6101681102.0
GibVNNiolplOmsrrYXlGmfPWMDqPVL	affect black	Alice Whitehead|Michael Palmer|Kristin Soto|Thomas Pace|Christine Parsons	ATRVK5805578	392603	16274059442832.0
TiSApeAhnombGRanpCYteJyRVkqlvA	thus lot represent sell	Richard Wood	MAXZL5055923	63206	696.368
FEESDANDJmTWMNjzaTLhUtfywXYKDp	try point well	Amber Sherman	GYNKJ5717399	370699	8.41179
kJaEqSMoAPWZHdazdUihYKZSSFPUve	whom security	Robert Vincent|Leah Stevenson|Debra Hill	LCGBL4198477	237794	2373305.520353
WFsamSvZMozRGlHcXXYPJOvfKjJxHl	knowledge arm off we	Elaine Freeman|Charles Johnson|Laura Gutierrez|Willie Jensen	BFHEX4520242	274483	4500877942.8191
qAYcqiVNTcOTnTrEKclHMkguXMWxle	part make politics	Sarah Deleon|Michael Wilson|Derek Murray|Kristy Campbell|Samantha Russell	ROMKF7927149	734706	349280994.84
RBsgmzEJaQpyXzbriUQXJaysdBLBpU	where federal heavy	Shelley Robinson	PGMNN5073706	208722	4054.28191878228
chCsDBXyfxPlvtdeIfjvRlQAcMHMBk	old once	Terri Carroll	TLHSG6264008	63457	346908139.63
zvwloILZjZWNJHWXFWipXciUkMPVYS	few clear cup suffer	Katie Moon|Candice Peterson|Taylor Lewis|Devin Gonzalez|Carolyn Cooper	KRZXS6598396	340865	839496533140035.0
kSWUdqZJyCYpRkTskoFMcfdUlvmYjx	artist magazine	Judith Lewis|Stacy Ramsey|Stacey Pena	BYWJQ4626414	339823	850913.18060647
oryOYrGtshIBcSMAQsRKRawAxhagje	number improve former	Cody Burns|Angela Bautista|Justin Harris|Joseph Murray|Darrell Diaz	NAFZE4588999	155302	817487.0
DFxLPApsFOeIashMcXQgwhRQrqaILf	cut science now	Stacy Pratt	GAEPS6732807	128078	623058.32
sfHnYmpTcUeFrYDWgvGFGfbFWaHpWi	where discuss miss like	Jessica Jones|Jose Elliott|Matthew Kerr		723716	18.6104
qmygzjzmNiCycUZYJzJwEotLvxqXfF	unit participant physical important	Brian Mcdaniel|Devin Wilkinson|Christina Reyes|Karen Webster|Gabriela Guzman	TDVUF9088098	671295	6923.8
mMaCtLlxNrFmathjZAgnnilXcBTlug	stuff expect structure	Steven Pierce|Christopher Gibson|Willie Clark	AODYN8816398	813517	6273.34
KluNcnLeIwKXyUyvJzIBobVQCwFpXd	me ever choice one	Kyle Macdonald|Andrew Hayes|Brianna Weber	KIFQC2917723	329419	18.5148864836
LlRbJuTwtqeNJinyPNASijopKdsnpW	onto discuss	Angela Thomas|Jacob Smith|Chad Friedman|Shannon Ward	BSGJN6235639	433795	3634.5492
WKLMGJmGAzkzppSheDdqqCBDBqQKJQ	actually name include	Lisa Brown|James Williams|Nancy Bryant	MTGSR4929045	782586	37392076.245
qvRYmyJzBCDzXIFpymFryXgkGSsvhb	role program forward	Timothy Mcdonald|Jenna Garcia|Stephen Weaver|Katherine Martinez	BWJFB8926674	71225	67358362.88277
yLUCszrgmhLECpwtDntuPvqUNnfjKw	college from discussion network	Amy Powell|Melissa Cameron|Jennifer Carlson	BTNRF6562947	383814	8920.9863271
TEKIMzfyNyTZcsYfnWnFNcSzwKISKD	poor send	Mr. Troy Meyer III|Christopher Jones|Kristina Taylor|Pamela Flores|Richard Taylor	FJEGD1688720	980024	4257760.1793609
SKTzpJizWaAmjqFAnENsYkpfzOulba	travel hold	David Hernandez|Todd Schmidt	LATKS8868897	191027	1441.25
TQKCDrVxYyCmzXyaXUOWCVdEtlbJCz	evening television significant allow	Robert Rogers|Cheryl Smith	NOAXL6062628	130297	90.0
aUxtkFrxHPaarLqhrjBdahWleoFXsh	rest case social		TDIKE9994684	236574	0.848
cMHaSqhBogozZjjlYxEHVvUUmcoOio	senior benefit fly environment	Douglas Clark|Dustin Barnes|Kimberly Horn	GQIVT4124498	756692	737.15
VYbFNwmnXgQTcigulYHyuBrotATekn	economic kid change	Kevin Swanson|Kelly Baker	RWCJX8887959	167814	9240309.398738
TQUeKIxBIsAtgWTpLlTROUINIoXvYs	develop leader factor senior	Allen Wright|Michael Clayton	NOPKH9575121	164475	11768504.13572
KnMgEZnUyVDRzvIwUwegtARpHMZQpz	grow crime	Jessica Foley|William Shah	VETUY4461914	739355	961281767.267963
QlMqasfaTIezwByCirqmaNumENjzht	under interest but age	William Walker	KNYMP4838333	895866	209779.89173889
zWVvTIPMfCPipERyGKscqHgJDwADRR	concern wish move	Alyssa Welch|Natasha Mays|Stephanie Barrera	THXOB4745803	495048	1765.0
vSGckBaZWKRklBuNBKZQjTgnlshKfz		Jimmy White|Thomas Adams	GDTSL9584388	79457	3820490398.9
DwyWblVUtfnxkEbEyQmgyZipiEXpmg	care improve as	Sarah Hodges|Cheryl Jones|Christopher Holt|Carrie Watson	CDXKZ7670525	437245	78020.90331197
QvRKJJhxjoCYezZDCvUIfxbvsvgAtE	do these edge these	Anna Ramos|Linda Stevenson|Angela Gillespie|Peter Ross|Virginia Fisher	MLZZA6844271	289711	599.356
UbEtMIfjZvuCuTDfGOIjJGCEnKXaBR	sort interest	Jared Hill|Courtney Graves|Sonya Garcia|Kara Weiss|Tyler Nicholson	BIWFL7714984	824849	580964.437212
NUYOgYzeGzjWDyVRSGYpnvcMnbqXBa	perform standard	William Thomas|Bryan Cox|Todd Larson|Michael Morris	JPAPJ3447997	743547	436169397.0
dgljOlLJjPFJCayneIhamlvtPHphzn	these entire plant time	Melissa Bowman|Sydney Hooper|Margaret Perez|Samuel Smith|Michelle Hunt	HNOPS9715026	245918	568698308.8
