dsp_id	title	artists	isrc	usages	revenue
ACsOkmXzWWKimRiuNihRTUmzHXxDns	store three side	Jeremy Johnson|Michael Ayala|Miguel Torres|Kimberly Edwards	NLLIX8243300	741920	9715450.5
PrSWIKeVkfGdzutKZbjSvTOKAVueYl	success face benefit analysis	Matthew Mack|Cole Torres|Jason Pittman|Elizabeth Hunter	BSXIA8228077	805969	445115370501129.0
HaFLjjnjphrtWXVzFyiCxxyHtEzTxJ		Jennifer Wagner	HTROK2195933	807213	599289259.0
JdRMNqRqoMzxSqrPkGANjmKiAOblsi	single pay control	Mary Marshall|Melissa Mckay|Darren Dominguez	BDNTQ9109330	191007	69495546162890.2
XlBdpgCaamPOLFGZTDpdtODwjEXwrs	down gas hear		LBMBF4692533	554788	26669779772.599
eAlLGcQBZyBoxxetLkinRnpNLWshlL	soon position million energy	Stephanie Luna|Trevor Carr|Ashley Wells	ILDTJ8478164	109698	38410259.0
gOEqyeOCSXNSufRJexbbEhtRIBpMmr	foreign yes public art	Alexa Houston|Anthony Lawrence|Sean Newton	IENYX0126416	804503	127.135
gRlGnLpIpPBjtCuXHNjCljCvlnWDgD	particularly study tend	Andrea Carroll|Samuel Bradshaw|Hunter Curtis|Harold Hartman|John Lyons	SDRNA2665647	231380	658233077.47801
FeQloGegumNRKBvRtXgoeCXhbpjulD	can society	Connie Hill|Teresa Moyer|Dr. Jamie Smith		150853	99551370.41
SCcMXZxKaxUGCUcEPPISqBNyxlxiwK	experience visit necessary	Danny Murphy|James Sanchez|Theresa Burgess	CRRGH5475854	491742	2873.25463128395
gfNUOIMkPjfOFLjePVDYoVHDTUmEBH	role wear	Katrina George|Edward Tucker	LCBAO6587949	546568	667.651390441
iDopTnGvfuxqFWzMUowVVNfymSHNkd	area year well	Marilyn Randall|Dylan Meyer|Jason Davenport|Elizabeth Wright|Christopher Molina		565606	6826024785686.9
fHoRstZvfiFlQoLLLmFBdKkTJlFaCo	adult camera resource growth	Isaiah Hubbard|Casey Dunlap|Michael Nguyen|Kimberly Brown	ILCRQ3072322	921873	6.0
RupVAqfZDkymnOnFjHELWyldKmZvSG	hit financial stop process	Debra Hughes|Carla Wood|Megan Hunter	CIFAF6999754	143995	8133.21
LcGZyDEGYjZXVcYmgJBHAovVzBsLJe	keep follow happen	Ann Hughes	ETGQX3032679	722802	559421572.248
zDTMIdsCVNyfQqkHfUgLkeHrmWrfhy		Walter Lynn|Amanda Norris|Amanda Harris|Ashlee Bailey|Kelly Li	DKSMR7290682	548440	85652712.13906
RtlqVQyuzRUXFfJeTbMzXmFpZkGSKU	family box leg	Andrea Fleming|Christopher Mcdowell|Gabriella Phillips	ROVED6668481	423962	47396496122076.0
ZOlpwjqRSGYeBWqWgkivYKMQwYJzJS	ball capital new	Brett Hart|Kimberly Long|Jordan Allen|Julia Matthews|Kimberly Watson	SLQBL8696484	648332	1.785066
NUCwKMeoAsPBUknSvQsbZjocttEFJV	a toward pay guy	Keith Costa|Ashlee Oconnor	SRCPW6147620	827824	28059622739017.9
pvmzFEBkdhNxCqwTHxrRwFAPbdShKx	mission under age rule		DOUVL2443183	558074	3600596766.1
KnTCPYTPZWXLWuRZbkxsAIBdzRRGsd	rest fall wide	Craig Lopez|Dillon Bond|Ashley Miles|Melissa Cox|Laura Reese	LSTEA3301472	265550	82962211226.83
HZNgqnsjpTWDTRmPwAjyajtFdPRuVp	occur your community seem	Stephanie Briggs|Howard Cooper|Heidi Nunez|Angel Bell	DMFNC5612714	558921	16.74241
BQNhpvJwVkPAhZxPKaZpOcuWKZONMf	production four	Lawrence Mitchell|Jacqueline Rogers	ADGSL6366333	463003	5233434892.35468
EFgiJXNghnHcHRWjwfdTXVpJFMLPWX	four mouth	Nathan Williams|Joshua Martin|Kristen Holt|Pamela Smith|Mrs. Kristina Cox MD	BTQWI6370617	874035	7196406566.8
unDPhVCidCWgrheCZihrCxivZFfhsT	whole yes party wife	Kyle Sherman|Andrea Phillips|Mark Sheppard|Erin Solomon		17767	650.0
TsWUIdlERJUqoXEWTMYMUzwmFhHQxy	pressure ok today scene		CMWDJ0736367	742850	8358657.33
vwiFrMIOBClThDMvbgNJCidaSUdLYE	institution discover Congress word	Tracy Price|Brian Lamb|Jennifer Lam	INEKI2400342	45661	9.2471
JHRCzSvkNKFHfvHpltSnZwmMvsrVBO	carry around business	Kenneth Stephens|Anna White|Dale Moore	PWNPS1601159	16435	77021975.90938
TbcMgbKYpHhoyJCLWDMjHSAdXDxLsC	step anyone	Mary Smith|Joshua Spears|Linda Delgado|Brian Hernandez|Dustin Williams	NIOPN6105099	21773	3242656.0
IZMSGWuosUCQcJlalBGJnpESfWPjQj	your remember	Christopher Santiago|Kim Costa|Damon Thomas	MTZZX1318943	466914	207033.0
BLQKtCdfOIQlggrAfkDpnQMXlxjZOe	say time	Juan Logan|Thomas Blevins|Andrew Ellis	SLPIC3146422	148388	755910.7874
otJKcbJkvdsLrItMCiTpdbPGzsLjeC	explain much full	Kimberly Becker|Deanna Castillo|John Parker	GHRFJ7983748	345966	44.18
kIOmysMbZEEHBwggahDIGsapDymBwA	upon instead	Nicole Oconnor|Diana Evans|Jordan Rubio|James Blake|Samantha Larson DDS	SKDEW9980424	280895	2361772.2
PICNXusRdYQxFLhEQXZmOHRcBlvhvI	magazine upon	Brian Thomas|Bryan Petty|Gary Carter|Nicholas Smith	SDRZJ2793759	26972	587851912800.5
TknKULfIhdrCIvpBHzwYgIqYMRaVdD	would weight though	Amy Reese|Sean Thomas|Melanie Horne|Vickie Meyer|Jacob Hatfield	PTRFZ5537798	394971	13624486781323.0
rWtTyPAIyGpseUEatmkFgUVdtKkbtQ	policy capital once of	Rachel Johnson|Christopher Stevens|Jonathan Tran|Brenda Davis|Samantha Greene	VNNXB3143807	532940	105894633.909
ddJddVzCcCwqOVZvKvsrKShOsSDnKS	choose that	John Johnson|Bradley Bryant|David Ramirez	LVHER3635580	679367	42.42
gTtiKbUYHWdCrEKTxkcEbCeTulCOuh	couple tax program	Jamie Snyder|Janice Sweeney|Jill Reynolds|Stacey Turner|Michael Ward	GDESW8465801	492352	82219329.4931
HoMEQHYsrXjygZfgOHbFfFlZEmMUOL	should inside	Charles Henderson	GHNLD7483650	364536	3.84300639
psLXKdGYNapAUMXagkPuDyjRkKIOMy	husband strong citizen	Brooke Grimes|Andrew Duarte|Gina Grant|Rachel Mcgee|Michael Chan	MACWS0994869	776975	736137.10749
GNOwcLXoxJZGXrXXPHrKhWAdwCshyB	finally trial term police	Rachel Garner|Lisa James	BBRNX5263817	20410	16583923.512906
UgQxhWYlAMEehKLFAoSBZOHTihDGKo		Marie Moss|Carmen Humphrey|Robert Mooney|Laura Moreno	GAHFT0543725	981807	51639342068.0
KAgPHZEMLFpkOIBlsgoszDHFIBjkHW	want learn fight admit	Karen Yates	TGLPA7055958	106894	110665.5281412
dkhoWRRkSRRnFPzzHCzHCQlOxdDSXP	tax girl much	Christopher Williams|Todd Tran	CYNEQ6475215	339565	5723219.0
TPfVxCnWbJDfXvePvUqwejGlRWCSdx	building camera score sit	Heather Cruz|Jenna Adams|Craig Contreras|Omar Beard	LTCWR7124744	107087	40682367469.299
ClaeDbkaBjBaxnKFwEOorqlLnBezKw	have property	Keith Lloyd|Brady Velasquez|Isaiah Galvan|Brenda Morgan|Mary Frye	BOAYD2238181	239478	87.9037307670956
IUubepRrtFceZAqDAvLRHTLQAnLhpR	if spend political	Charlene Dunlap|Alexander Villarreal|Jessica Bond|Maria Kramer|Michelle Freeman	RSEJS0232958	929320	273455.0
ZSViGidoeRffdqRpipzaTugtTSCsvO	cut Republican Republican	Jordan Carter	THIRD4454677	174127	1050397073810.0
gOISBMPpPWOtXKgPzHrQXtKLvtBsfp	miss share any example	Michelle Clarke|Chad Michael	PYVCG6657663	828748	1451.6655720031
lgfSWUSMNufNaiHkAGqwHPrCyjMXIq	off property age	Gregory Andrews|Kenneth Martin	GRJUR6149708	374636	1195.7
oBBkVuFHvJWZsrEDZGMopGEJJnFvnR	happy return to	Cynthia Peterson|Sara Medina|Ana Knight	BYRKZ1613483	678661	8167587494218.9
DkgkcihoivIqooKThkEpthftQQcuxm	organization despite agent so	Brandon Bernard|Tracey Cooper	IQUQT2760768	672850	87173610.0
UeLPesUiFxCKgHjTWQbdySEEeEGhvK	serious key general	Michael Best|Gabrielle Noble|Kimberly West|Gerald Davis|Jeffrey Spence		4208	84707448.0
BGCUNkHIcNwCWFeqRjmxpDVsvEboXU	need score	Cynthia Blair|Tonya Moore	NEBXO4003808	599948	9207604876454.6
WgtViAKfhrjAGRCdZrpksxoEkQxcsV	rest bag citizen play	Richard Jenkins|Ricky Tucker	ALPMO9651199	511462	1446478.55064803
cUptCJkdnjTEevphdzoATkERUjTwvI	west actually	Dr. Alexander Hale|Suzanne Watson|Anthony Dunn|Sue Waters	LBBUO9041401	89407	87781814324.75
LsNAxcncekVeWvcWRUYxXewmXMDVSM	exactly tax	Alexander Johnson|Sara Huffman|Eric Brown|James Howard|Christopher Harper	BWKJV8743124	553667	521.6010653
JqtiXtLWWHSGlGSjCzLoONDlnpnYDX	respond responsibility weight		SNVKG6999474	915319	7651893165970.0
hrlERdxvGLPQvLceMLkyOxKSfGSOAh	identify beat husband	Sabrina Baker|Matthew Robinson|Shelly Martinez		450490	66.76988423453
mfptpaqqUpkSHqQZYgfpUFIaKzEQPU	however drive	Karen Kelly|Thomas Dean|Luis Scott|Bailey Gonzalez|Rachel Tucker	BIPSR3712434	809713	580.0
DTMWeKUNJetMTszXgjVJqnoyTVELbi	town keep	Sonia Johnson|Sheila Morgan|Jessica Lee	MGQTL1438698	702067	787008619.61931
fIqZhpIoJGYbYzdTvsntiAnLnpGtvk	stock after task	Casey Williams	DMHWB6815044	109925	601343.578
GBwnPObpvqbnPmhNSzwCFjeahRuBIt	police local	Stephen Coleman|James Vasquez|George Garcia|Sandra Golden|Christina Malone	NIFMS4754953	697297	4.73
pnRXWqGMLDUAGbbMrEBPVVeLPmiqUT	film off concern	Theresa Morris|Donna Glenn	CNYWK5726609	334770	450003213106.0
qUnSInQTeFkxfmoMANketLNDbLQCib	skin on	Warren Norris|Erika Hernandez|Stanley Friedman|James Gonzalez	SBIKN9082139		66.942366064988
PAFADGwqSiDfowgBDWNDvAgZlTXIwU	travel explain	John Moody|Deanna Larson|Sandra Mcdonald|Casey Willis	MYINX6754196	189377	546943766829.33
OtRhESYBsEtvLZhoaJrbTHLmJMJCSS	cup than as	Caitlin Black|Sara Huerta|April Moore|Steven Washington|Beth Thompson	GANOL9243807	485431	836379866.99
rJjKuxJNAayaCAQBGfsCCjfwhxrVzV	wife study serve	Lisa Stephens|Justin Jones|Joseph Fox DVM|Amy Rose	TMNDO5962366	192014	2202686.48543
RecNdZdHaIAiUtiKJIuFSAwKziSzGn	above executive worry	Marissa Johnson|Miss Leah Moore|Erika Petersen	LTGPI1824916	702197	1830.4
HoEoiUYIMSSsdnXGyZRPJGUucCPQuy	would present	James Phelps|Craig Martinez	EGJCI2361950	674232	
XQWVtzGuUkTFEbuIngdMFOzltxSlTp	or expert	Aaron Bell|Kevin Vazquez|Jacob Perry|Connor Santos	CMJAN7354509	851152	785096738650.28
LZIQfXwJSdRZGhucSaZVKOmQVJIDaT	majority exist dark		BEXPV6431750	120741	667893732423.0
mHrjPBlpvzduWjjxTetvUnuxCWYWbu	force third support wait	Lauren Gonzalez	MWMUN9067889	867859	792588606.566917
DFCJvAzngsgPSxLOWliQuzvbPIIBIH	now face role	Angela Simpson|Crystal Snyder|Michael Weaver	RONRV8990077	945361	0.4612203
kzwftnuHcsqjTmRRZdLjjqdumhVpHs	rest full focus everyone	Lori Lopez		182048	7480298400.51949
YYbqKqIobGpOsDJwVubokxwIGFfxaO	side every edge way	Jeffery Webster	DMJDA6686128	944321	
MUhnHhUwuxiOlNWrTdOLzAFRpWBTyR		Dr. Vicki Hall|Cole Perez|Christy Griffith	NPTVT9188825	336820	160578.5572349
CTTlRjGlpvEBHlIzbUgmdzTMGszmwi	give before	Catherine Salazar|Shirley Blake|Jared Harmon	HRUCP0653886	333795	10805747.0
MExbszGPHLNYrCeOnPSBKupOQmKmYS	report usually week ahead	Christopher Villanueva|David Hernandez|Larry Baldwin|Tammy Harper|Jacqueline Duran	VCOUM0604033	20489	9386450.7267127
GMErBPexgIxLShGnsGjzgCbdZphdpk	nice because budget	Glenn Gomez|Melissa Waller|Chase Green|Lisa Hudson|Robert Powers	AMIZD3341962	557922	702428886.6
WhKJUUcqjlfFoHiqAXfaDKsPwglBko	because management recent movie	Joshua Cortez	BHGKR5886163	442407	37.7
MGfyyDhEbTvkbyHugJcmFuiZKHqRxN	camera medical	Jeff Petty|Kerry Cervantes	CAZVY0330273	517901	527237484323926.0
XVJEXcEbtNWJojfZZaJFRpEbjoCOiH	focus public race	Rhonda Merritt|Jenna Gonzales|Heather Young	CIAGC4105295	494793	634699289999.55
ESzKyRkXOPZbsbdDKmdDWLllYvuXTA	evidence project	Rachael Flynn|Laura Holt	UAQUP0608213	978893	46.55695
wLuKdflLFHfLgzgbdRJJbPdntlpxYe	run minute program support	Keith Huang|Nicole Ingram	BDYEO9408642	350745	7346.3521
DemWFEkIdDyoTLjDdLSGDkMHpMqCrW	maybe recent wish tend	Lynn Vaughan|Robert Coleman|Daniel Warren IV|Monica Duarte	NINJN1833663		
VPxnYAXxgYLnvvIUSapYUzZEmOEpMq	center practice question	Brian Williams	TGCPC9782497	689448	8095623465288.0
RtEBJRsphXQQowKnqPiBkUeiOWKtey	wish keep	Steven Baker|Lawrence Lyons	TJERK3550266	650943	805630.4314
aCkRDuBTSUTqOxGziJOYiSAmokUtsJ	season visit radio mission	Alexis Parks|Patrick Brandt|Eric Miranda	GBVVK8765209	501027	59664989.12574
iTNNpJXPTikLbBbZWNkSFxtTCBSfvo	writer short produce	Patrick Ford	SCFSN9505764	758345	
nPJJFdgrdYPrxDedesXnXxmHnMWrve	century cause another heart	Jason Smith|Sandra Dickerson	CRUWC7734846	856182	887472272382149.0
qzasdcGuMDJvBRspAsSieifzDPwefy	baby few tough	Briana Drake|Kristin Rodgers|Christopher Davis|David Dominguez	TTAWT1961228	986792	71875229.4651
ZsDrtBTsLKPPhHZQABrHZRvuEWRrep	follow Republican	Scott Casey|Ethan Leach		672796	7690.862178758
VqdXFvKYFwXfBGWFVXWLvnPdZvdLpx	seven thank	Shannon Hughes|Jamie Khan|Tonya Morrow|Dana Melendez|Joseph Sullivan	PEMWI6832949	593653	64312221562.19
